symbol,Security,SEC filings,GICS Sector,GICS Sub-Industry,Headquarters Location,State,Date first added,CIK,Founded,id,class,exchange,name,status,tradable,marginable,shortable,easy_to_borrow,fractionable
LOW,Lowe's Cos.,reports,Consumer Discretionary,Home Improvement Retail,Mooresville, North Carolina,2/29/1984,60667,1904/1946/1959,a6ffe329-5ea3-4bb8-b58a-06ed1432dd50,us_equity,NYSE,Lowe's Companies Inc.,active,TRUE,TRUE,TRUE,TRUE,TRUE
LUMN,Lumen Technologies,reports,Communication Services,Alternative Carriers,Monroe, Louisiana,3/25/1999,18926,1983 (1877),8c71bd01-e130-4c85-90b5-abef440c2029,us_equity,NYSE,"Lumen Technologies, Inc.",active,TRUE,TRUE,TRUE,TRUE,TRUE
JKHY,Jack Henry & Associates,reports,Information Technology,Data Processing & Outsourced Services,Monett, Missouri,11/13/2018,779152,1976,61d66f82-8daa-40f2-b912-087ff4fff2f5,us_equity,NASDAQ,"Jack Henry & Associates, Inc. Common Stock",active,TRUE,TRUE,TRUE,TRUE,TRUE
DE,Deere & Co.,reports,Industrials,Agricultural & Farm Machinery,Moline, Illinois,3/4/1957,315189,1837,c00df298-9fb1-49e6-b9d9-92e3749ec5be,us_equity,NYSE,Deere & Company,active,TRUE,TRUE,TRUE,TRUE,TRUE
UNH,UnitedHealth Group Inc.,reports,Health Care,Managed Health Care,Minnetonka, Minnesota,7/1/1994,731766,1977,943bb7c3-0fb0-4088-9a37-62549b5dc528,us_equity,NYSE,UNITEDHEALTH GROUP INCORPORATED (Delaware),active,TRUE,TRUE,TRUE,TRUE,TRUE
AMP,Ameriprise Financial,reports,Financials,Asset Management & Custody Banks,Minneapolis, Minnesota,10/3/2005,820027,1894,764073e3-4e48-4a2c-aee2-45b0a0dfb9cc,us_equity,NYSE,"Ameriprise Financial, Inc.",active,TRUE,TRUE,TRUE,TRUE,TRUE
TGT,Target Corp.,reports,Consumer Discretionary,General Merchandise Stores,Minneapolis, Minnesota,12/31/1976,27419,1902,b70be706-b47c-4dbd-a6a7-4e98ea48c42a,us_equity,NYSE,Target Corporation,active,TRUE,TRUE,TRUE,TRUE,TRUE
USB,U.S. Bancorp,reports,Financials,Diversified Banks,Minneapolis, Minnesota,,36104,1968,5553e8c9-004d-479d-a18c-83a42a87ed10,us_equity,NYSE,U.S. Bancorp,active,TRUE,TRUE,TRUE,TRUE,TRUE
XEL,Xcel Energy Inc,reports,Utilities,Multi-Utilities,Minneapolis, Minnesota,3/4/1957,72903,1909,152daa56-fc67-4627-b283-89405b4360fb,us_equity,NASDAQ,Xcel Energy Inc. Common Stock,active,TRUE,TRUE,TRUE,TRUE,TRUE
AOS,A.O. Smith Corp,reports,Industrials,Building Products,Milwaukee, Wisconsin,7/26/2017,91142,1916,f07f3cff-5ef1-4892-bd34-a4155d984226,us_equity,NYSE,A.O. Smith Corporation,active,TRUE,TRUE,TRUE,TRUE,TRUE
IR,Ingersoll-Rand,reports,Industrials,Industrial Machinery,Milwaukee, Wisconsin,3/3/2020,1699150,1859,bb314c47-c509-4576-b120-57c541a63417,us_equity,NYSE,Ingersoll Rand Inc. Common Stock,inactive,FALSE,FALSE,TRUE,TRUE,FALSE
IR,Ingersoll-Rand,reports,Industrials,Industrial Machinery,Milwaukee, Wisconsin,3/3/2020,1699150,1859,b33b4a2e-b930-48da-946c-568ef91f3dab,us_equity,NYSE,Ingersoll Rand Inc. Common Stock,active,TRUE,TRUE,TRUE,TRUE,TRUE
ROK,Rockwell Automation Inc.,reports,Industrials,Electrical Components & Equipment,Milwaukee, Wisconsin,,1024478,1903,4039d327-5ab5-4040-8920-b23ab2e669b2,us_equity,NYSE,"Rockwell Automation, Inc.",active,TRUE,TRUE,TRUE,TRUE,TRUE
WEC,WEC Energy Group,reports,Utilities,Electric Utilities,Milwaukee, Wisconsin,10/31/2008,783325,1896,3fc48ca4-397a-48d0-aae0-908c807f7159,us_equity,NYSE,"WEC Energy Group, Inc.",active,TRUE,TRUE,TRUE,TRUE,TRUE
KLAC,KLA Corporation,reports,Information Technology,Semiconductor Equipment,Milpitas, California,,319201,1975/1977 (1997),c1fe01e7-c9b1-4b92-8c7a-32153021367e,us_equity,NASDAQ,KLA Corporation Common Stock,active,TRUE,TRUE,TRUE,TRUE,TRUE
WAT,Waters Corporation,reports,Health Care,Health Care Distributors,Milford, Massachusetts,,1000697,1958,4373b822-84c5-4a0b-87f8-428c6e982a1b,us_equity,NYSE,Waters Corp,active,TRUE,TRUE,TRUE,TRUE,TRUE
FANG,Diamondback Energy,reports,Energy,Oil & Gas Exploration & Production,Midland, Texas,12/3/2018,1539838,2007,f93d78b0-c2ec-4d9c-bcae-ca77ebce4844,us_equity,NASDAQ,"Diamondback Energy, Inc. Commmon Stock",active,TRUE,TRUE,TRUE,TRUE,TRUE
DOW,Dow Inc.,reports,Materials,Commodity Chemicals,Midland, Michigan,4/1/2019,1751788,2019,d59870fe-9add-43f2-960c-b2ec4f29d8d3,us_equity,NYSE,Dow Inc.,active,TRUE,TRUE,TRUE,TRUE,TRUE
CCL,Carnival Corp.,reports,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Miami, Florida,12/22/1998,815097,1972,3d305736-a5c2-4d6a-8c1c-a5ee3dc7cca5,us_equity,NYSE,Carnival Corporation,active,TRUE,TRUE,TRUE,TRUE,TRUE
LEN,Lennar Corp.,reports,Consumer Discretionary,Homebuilding,Miami, Florida,10/4/2005,920760,1954,95ae860b-4cf1-4dfe-9159-9bd4cd3c7915,us_equity,NYSE,Lennar Corporation Class A,active,TRUE,TRUE,TRUE,TRUE,TRUE
NCLH,Norwegian Cruise Line Holdings,reports,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Miami, Florida,10/13/2017,1513761,2011 (1966),81f61b55-adee-402e-87d4-7b49579e2338,us_equity,NYSE,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,active,TRUE,TRUE,TRUE,TRUE,TRUE
RCL,Royal Caribbean Group,reports,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",Miami, Florida,12/5/2014,884887,1997,b4ef8484-77d0-42d9-97a5-d67948cbb979,us_equity,NYSE,Royal Caribbean Group,active,TRUE,TRUE,TRUE,TRUE,TRUE
NI,NiSource Inc.,reports,Utilities,Multi-Utilities,Merrillville, Indiana,,1111711,1912,11c19425-9801-44b2-aabb-b1871d1aaef9,us_equity,NYSE,NiSource Inc.,active,TRUE,TRUE,TRUE,TRUE,TRUE
DISH,Dish Network,reports,Communication Services,Cable & Satellite,Meridian, Colorado,3/13/2017,1001082,1980,2d3ad4a9-f826-48b1-81b5-dfedc0913f63,us_equity,NASDAQ,DISH Network Corporation Class A Common Stock,active,TRUE,TRUE,TRUE,TRUE,TRUE
FB,"Facebook, Inc.",reports,Communication Services,Interactive Media & Services,Menlo Park, California,12/23/2013,1326801,2004,fc6a5dcd-4a70-4b8d-b64f-d83a6dae9ba4,us_equity,NASDAQ,"Facebook, Inc. Class A Common Stock",active,TRUE,TRUE,TRUE,TRUE,TRUE
RHI,Robert Half International,reports,Industrials,Human Resource & Employment Services,Menlo Park, California,12/5/2000,315213,1948,6431ab56-4841-415d-9a71-2d0e19b940a9,us_equity,NYSE,Robert Half International Inc.,active,TRUE,TRUE,TRUE,TRUE,TRUE
AZO,AutoZone Inc,reports,Consumer Discretionary,Specialty Stores,Memphis, Tennessee,1/2/1997,866787,1979,dae5e891-472a-42a9-8638-cc67023813f4,us_equity,NYSE,"AutoZone, Inc.",active,TRUE,TRUE,TRUE,TRUE,TRUE
FDX,FedEx Corporation,reports,Industrials,Air Freight & Logistics,Memphis, Tennessee,12/31/1980,1048911,1971,4f42e4ef-1f4c-4c7f-9a92-6a25c999031d,us_equity,NYSE,FedEx Corporation,active,TRUE,TRUE,TRUE,TRUE,TRUE
IP,International Paper,reports,Materials,Paper Packaging,Memphis, Tennessee,3/4/1957,51434,1898,d40b732c-72ca-44e0-a156-28ce00086458,us_equity,NYSE,International Paper Co.,active,TRUE,TRUE,TRUE,TRUE,TRUE
MAA,Mid-America Apartments,reports,Real Estate,Residential REITs,Memphis, Tennessee,12/2/2016,912595,1977,43c10351-9d2c-40cd-879a-9aaa21d5db01,us_equity,NYSE,"Mid-America Apartment Communities, Inc.",active,TRUE,TRUE,TRUE,TRUE,TRUE
HSIC,Henry Schein,reports,Health Care,Health Care Distributors,Melville, New York,3/17/2015,1000228,1932,1bb0e1f2-1967-4b8d-8f98-30af6505cc6a,us_equity,NASDAQ,"Henry Schein, Inc. Common Stock",active,TRUE,TRUE,TRUE,TRUE,TRUE
LHX,L3Harris Technologies,reports,Industrials,Aerospace & Defense,Melbourne, Florida,9/22/2008,202058,2019 (1895),ac11bc30-2788-40f7-9c87-e24734d4dfd9,us_equity,NYSE,"L3Harris Technologies, Inc.",active,TRUE,TRUE,TRUE,TRUE,TRUE
LHX,L3Harris Technologies,reports,Industrials,Aerospace & Defense,Melbourne, Florida,9/22/2008,202058,2019 (1895),a0b3a128-c538-4473-b0b0-031d2c7a06fe,us_equity,NYSE,"L3Harris Technologies, Inc.",inactive,FALSE,FALSE,TRUE,TRUE,FALSE
GL,Globe Life Inc.,reports,Financials,Life & Health Insurance,McKinney, Texas,4/30/1989,320335,1900,37ecce71-4bf1-44ea-8157-2bc7f4aefb1c,us_equity,NYSE,Globe Life Inc.,active,TRUE,TRUE,TRUE,TRUE,TRUE
PGR,Progressive Corp.,reports,Financials,Property & Casualty Insurance,Mayfield Village, Ohio,8/4/1997,80661,1937,7e23958d-28fe-4f5e-acb0-159831a769ed,us_equity,NYSE,Progressive Corporation,active,TRUE,TRUE,TRUE,TRUE,TRUE
CTAS,Cintas Corporation,reports,Industrials,Diversified Support Services,Mason, Ohio,3/1/2001,723254,1929,61f340d1-ed59-405d-ad94-8f2ec9d470ea,us_equity,NASDAQ,Cintas Corporation Common Stock,active,TRUE,TRUE,TRUE,TRUE,TRUE
BSX,Boston Scientific,reports,Health Care,Health Care Equipment,Marlborough, Massachusetts[4],2/24/1995,885725,1979,2652a688-e44c-469e-92f8-8ece2594d4c0,us_equity,NYSE,Boston Scientific Corp.,active,TRUE,TRUE,TRUE,TRUE,TRUE
HOLX,Hologic,reports,Health Care,Health Care Equipment,Marlborough, Massachusetts,3/30/2016,859737,1985,c31e63a5-b5a2-417e-9ac3-278b4ff35cb5,us_equity,NASDAQ,"Hologic, Inc. Common Stock",active,TRUE,TRUE,TRUE,TRUE,TRUE
LNT,Alliant Energy,reports,Utilities,Electric Utilities,Madison, Wisconsin,7/1/2016,352541,1917,ceec46e0-7a0d-41cf-9e65-0faf0a9e92a4,us_equity,NASDAQ,Alliant Energy Corporation Common Stock,active,TRUE,TRUE,TRUE,TRUE,TRUE
JBHT,J. B. Hunt Transport Services,reports,Industrials,Trucking,Lowell, Arkansas,7/1/2015,728535,1961,c201b764-a9a6-4a73-bed2-d25202fd0b62,us_equity,NASDAQ,"J.B. Hunt Transport Services, Inc. Common Stock",active,TRUE,TRUE,TRUE,TRUE,TRUE
BF.B,Brown-Forman Corp.,reports,Consumer Staples,Distillers & Vintners,Louisville, Kentucky,10/31/1982,14693,1870,a7416318-2773-49b9-b843-7017e0711a5b,us_equity,NYSE,Brown-Forman Corporation Class B,active,TRUE,TRUE,TRUE,TRUE,TRUE
HUM,Humana Inc.,reports,Health Care,Managed Health Care,Louisville, Kentucky,,49071,1961,5acb47e5-91b2-4c34-becd-a320436890d7,us_equity,NYSE,Humana Inc.,active,TRUE,TRUE,TRUE,TRUE,TRUE
YUM,Yum! Brands Inc,reports,Consumer Discretionary,Restaurants,Louisville, Kentucky,10/6/1997,1041061,1997,932a2ac2-9eba-47f1-932a-0ce1408c3683,us_equity,NYSE,"Yum! Brands, Inc.",active,TRUE,TRUE,TRUE,TRUE,TRUE
NFLX,Netflix Inc.,reports,Communication Services,Movies & Entertainment,Los Gatos, California,12/20/2010,1065280,1997,bb2a26c0-4c77-4801-8afc-82e8142ac7b8,us_equity,NASDAQ,"Netflix, Inc. Common Stock",active,TRUE,TRUE,TRUE,TRUE,TRUE
PEAK,Healthpeak Properties,reports,Real Estate,Health Care REITs,Long Beach, California,3/31/2008,765880,1985,4cfb073b-88c3-4ed5-82f9-64a689aa83ed,us_equity,NYSE,"Healthpeak Properties, Inc.",active,TRUE,TRUE,TRUE,TRUE,TRUE
AON,Aon plc,reports,Financials,Insurance Brokers,London, United Kingdom,4/23/1996,315293,1982 (1919),6c21ef75-b953-4434-8119-501a26656625,us_equity,NYSE,Aon plc Class A,active,TRUE,TRUE,TRUE,TRUE,TRUE
INFO,IHS Markit,reports,Industrials,Research & Consulting Services,London, United Kingdom,6/2/2017,1598014,1959,e1a1e6c9-890a-49bc-919d-ca504ee03810,us_equity,NYSE,IHS Markit Ltd. Common Shares,active,TRUE,TRUE,TRUE,TRUE,TRUE
WLTW,Willis Towers Watson,reports,Financials,Insurance Brokers,London, United Kingdom,1/5/2016,1140536,2016,2f1bca3b-ed44-4246-ade0-f90c9ad52790,us_equity,NASDAQ,Willis Towers Watson Public Limited Company Ordinary Shares,active,TRUE,TRUE,TRUE,TRUE,TRUE
MAS,Masco Corp.,reports,Industrials,Building Products,Livonia, Michigan,6/30/1981,62996,1929,3d9e6406-e27a-4c27-a898-ab1670650b5a,us_equity,NYSE,Masco Corporation,active,TRUE,TRUE,TRUE,TRUE,TRUE
CDW,CDW,reports,Information Technology,Technology Distributors,Lincolnshire, Illinois,9/23/2019,1402057,1984,55ed1ba5-6299-42a2-809a-50f8a4bd354b,us_equity,NASDAQ,CDW Corporation Common Stock,active,TRUE,TRUE,TRUE,TRUE,TRUE
ZBRA,Zebra Technologies,reports,Information Technology,Electronic Equipment & Instruments,Lincolnshire, Illinois,12/23/2019,877212,1969,3c6eaa3f-d12a-4e72-aab5-b0e005ba631a,us_equity,NASDAQ,Zebra Technologies Corporation Class A Common Stock,active,TRUE,TRUE,TRUE,TRUE,TRUE
LVS,Las Vegas Sands,reports,Consumer Discretionary,Casinos & Gaming,Las Vegas, Nevada,10/3/2019,1300514,1988,612794e4-dbcc-4814-8ea2-3aa1e47523e3,us_equity,NYSE,Las Vegas Sands Corp.,active,TRUE,TRUE,TRUE,TRUE,TRUE
BR,Broadridge Financial Solutions,reports,Information Technology,Data Processing & Outsourced Services,Lake Success, New York,6/18/2018,1383312,1962,b5452b1a-9dad-44bc-982d-b632243366be,us_equity,NYSE,Broadridge Financial Solutions Inc,active,TRUE,TRUE,TRUE,TRUE,FALSE
GWW,Grainger (W.W.) Inc.,reports,Industrials,Industrial Machinery,Lake Forest, Illinois,6/30/1981,277135,1927,486a7ad1-ef92-4e1f-a113-3c4a04e29034,us_equity,NYSE,"W.W. Grainger, Inc.",active,TRUE,TRUE,TRUE,TRUE,TRUE
IEX,IDEX Corporation,reports,Industrials,Industrial Machinery,Lake Forest, Illinois,8/9/2019,832101,1988,f56cfba3-833e-4ed2-95cc-a8f8756664fa,us_equity,NYSE,IDEX Corporation,active,TRUE,TRUE,TRUE,TRUE,TRUE
PKG,Packaging Corporation of America,reports,Materials,Paper Packaging,Lake Forest, Illinois,7/26/2017,75677,1959,42682c03-86b5-452b-8711-01ec96295840,us_equity,NYSE,Packaging Corp of America,active,TRUE,TRUE,TRUE,TRUE,TRUE
MPWR,Monolithic Power Systems,reports,Information Technology,Semiconductors,Kirkland, Washington,2/12/2021,1280452,1997,de7edaf4-bc7f-44fc-87d9-27b52406ccc6,us_equity,NASDAQ,"Monolithic Power Systems, Inc. Common Stock",active,TRUE,TRUE,TRUE,TRUE,TRUE
EMN,Eastman Chemical,reports,Materials,Diversified Chemicals,Kingsport, Tennessee,1/1/1994,915389,1920,f9c2c0a2-9f2d-44e6-a938-8ae8cefed408,us_equity,NYSE,Eastman Chemical Company,active,TRUE,TRUE,TRUE,TRUE,TRUE
UHS,Universal Health Services,reports,Health Care,Health Care Facilities,King of Prussia, Pennsylvania,9/20/2014,352915,1979,0bab489e-f374-4a62-afe4-8301dbb231e3,us_equity,NYSE,"Universal Health Services, Inc. Class B",active,TRUE,TRUE,TRUE,TRUE,TRUE
SNA,Snap-on,reports,Industrials,Industrial Machinery,Kenosha, Wisconsin,9/30/1982,91440,1920,3f252264-10aa-47db-9c4b-42bd452e36f4,us_equity,NYSE,Snap-on Incorporated,active,TRUE,TRUE,TRUE,TRUE,TRUE
MRK,Merck & Co.,reports,Health Care,Pharmaceuticals,Kenilworth, New Jersey,3/4/1957,310158,1891,0d56791f-7395-40fa-853b-7b852bd9a7bf,us_equity,NYSE,"Merck & Co., Inc.",active,TRUE,TRUE,TRUE,TRUE,TRUE
EVRG,Evergy,reports,Utilities,Electric Utilities,Kansas City, Missouri,6/5/2018,1711269,1909,23b6465e-8a20-4fd8-96f9-95d1e0647fa2,us_equity,NYSE,"Evergy, Inc.",active,TRUE,TRUE,TRUE,TRUE,TRUE
KSU,Kansas City Southern,reports,Industrials,Railroads,Kansas City, Missouri,5/24/2013,54480,1887,44167edd-5123-4115-b507-e6211a3e5c6a,us_equity,NYSE,Kansas City Southern,active,TRUE,TRUE,TRUE,TRUE,TRUE
SYK,Stryker Corp.,reports,Health Care,Health Care Equipment,Kalamazoo, Michigan,12/12/2000,310764,1941,1c8746ac-5a25-4456-95e1-970ae6ade43c,us_equity,NYSE,Stryker Corporation,active,TRUE,TRUE,TRUE,TRUE,TRUE
NEE,NextEra Energy,reports,Utilities,Multi-Utilities,Juno Beach, Florida,6/30/1976,753308,1984 (1925),ac20a75d-5bb4-4d10-96e8-f5e58e730139,us_equity,NYSE,"Nextra Energy, Inc.",active,TRUE,TRUE,TRUE,TRUE,TRUE
VRSK,Verisk Analytics,reports,Industrials,Research & Consulting Services,Jersey City, New Jersey,10/8/2015,1442145,1971,b297eda9-133d-4f92-80ff-9e55f7c8ee8b,us_equity,NASDAQ,"Verisk Analytics, Inc. Common Stock",active,TRUE,TRUE,TRUE,TRUE,TRUE
CSX,CSX Corp.,reports,Industrials,Railroads,Jacksonville, Florida,9/30/1967,277948,1980,b8dd0cc3-7658-4c38-9c06-215c3377956e,us_equity,NASDAQ,CSX Corporation Common Stock,active,TRUE,TRUE,TRUE,TRUE,TRUE
FIS,Fidelity National Information Services,reports,Information Technology,Data Processing & Outsourced Services,Jacksonville, Florida,11/10/2006,1136893,1968,e961359b-17b7-4d9e-a246-a6fa732a07e6,us_equity,NYSE,"Fidelity National Information Services, Inc.",active,TRUE,TRUE,TRUE,TRUE,TRUE
REG,Regency Centers Corporation,reports,Real Estate,Retail REITs,Jacksonville, Florida,3/2/2017,910606,1963,9809045e-45f8-4222-9fe3-b2bf437dd1bc,us_equity,NASDAQ,Regency Centers Corporation Common Stock,active,TRUE,TRUE,TRUE,TRUE,TRUE
CMS,CMS Energy,reports,Utilities,Multi-Utilities,Jackson, Michigan,5/3/1999,811156,1886,cfae5876-5fd7-43ec-8daf-d583ef094a8b,us_equity,NYSE,CMS Energy Corporation,active,TRUE,TRUE,TRUE,TRUE,TRUE
COST,Costco Wholesale Corp.,reports,Consumer Staples,Hypermarkets & Super Centers,Issaquah, Washington,10/1/1993,909832,1976,1f888138-e413-4939-b16b-bdd08bb4debd,us_equity,NASDAQ,Costco Wholesale Corporation Common Stock,active,TRUE,TRUE,TRUE,TRUE,TRUE
CE,Celanese,reports,Materials,Specialty Chemicals,Irving, Texas,12/24/2018,1306830,1918,5fbebc86-855d-4432-befc-313cecb7d992,us_equity,NYSE,Celanese Corporation Common Stock,active,TRUE,TRUE,TRUE,TRUE,TRUE
XOM,Exxon Mobil Corp.,reports,Energy,Integrated Oil & Gas,Irving, Texas,3/4/1957,34088,1999,092efc51-b66b-4355-8132-d9c3796b9a76,us_equity,NYSE,Exxon Mobil Corporation,active,TRUE,TRUE,TRUE,TRUE,TRUE
KMB,Kimberly-Clark,reports,Consumer Staples,Household Products,Irving, Texas,3/4/1957,55785,1872,5ca2cc07-2657-4769-9491-1c89b5f58a76,us_equity,NYSE,Kimberly-Clark Corp.,active,TRUE,TRUE,TRUE,TRUE,TRUE
MCK,McKesson Corp.,reports,Health Care,Health Care Distributors,Irving, Texas,,927653,1833,73706fa6-f7b8-4919-9381-ff7377a56726,us_equity,NYSE,McKesson Corporation,active,TRUE,TRUE,TRUE,TRUE,TRUE
PXD,Pioneer Natural Resources,reports,Energy,Oil & Gas Exploration & Production,Irving, Texas,9/24/2008,1038357,1997,4a5158db-6cc3-4e42-8363-6d8e262d4f1e,us_equity,NYSE,Pioneer Natural Resource Co.,active,TRUE,TRUE,TRUE,TRUE,TRUE
EW,Edwards Lifesciences,reports,Health Care,Health Care Equipment,Irvine, California,4/1/2011,1099800,1958,0ffbf7a5-d5ed-4e83-8499-2d58645e4d9c,us_equity,NYSE,Edwards Lifesciences Corp,active,TRUE,TRUE,TRUE,TRUE,TRUE
ANTM,Anthem,reports,Health Care,Managed Health Care,Indianapolis, Indiana,7/25/2002,1156039,2014 (1946),267f9ea7-eb9a-41cd-946f-5fab57943f0a,us_equity,NYSE,"ANTHEM, INC.",active,TRUE,TRUE,TRUE,TRUE,TRUE
DRE,Duke Realty Corp,reports,Real Estate,Industrial REITs,Indianapolis, Indiana,7/26/2017,783280,1972,60ef78b5-a00f-4bba-8853-4db84efc43b4,us_equity,NYSE,Duke Realty Corp.,active,TRUE,TRUE,TRUE,TRUE,TRUE
LLY,Lilly (Eli) & Co.,reports,Health Care,Pharmaceuticals,Indianapolis, Indiana,12/31/1970,59478,1876,87266a27-1b34-47bd-b236-bd3a9f59b138,us_equity,NYSE,Eli Lilly & Co.,active,TRUE,TRUE,TRUE,TRUE,TRUE
SPG,Simon Property Group Inc,reports,Real Estate,Retail REITs,Indianapolis, Indiana,6/26/2002,1063761,2003,abda5459-cb41-44a7-85bb-c94d32ea7d93,us_equity,NYSE,"Simon Property Group, Inc.",active,TRUE,TRUE,TRUE,TRUE,TRUE
MKC,McCormick & Co.,reports,Consumer Staples,Packaged Foods & Meats,Hunt Valley, Maryland,,63754,1889,45c52e44-2c57-4886-9ec0-be254b4a8590,us_equity,NYSE,"McCormick & Company, Incorporated Non-VTG CS",active,TRUE,TRUE,TRUE,TRUE,TRUE
APA,APA Corporation,reports,Energy,Oil & Gas Exploration & Production,Houston, Texas,7/28/1997,6769,1954,6f825c9d-e839-4539-a64e-cfa7fd71015b,us_equity,NASDAQ,APA Corporation Common Stock,active,TRUE,TRUE,TRUE,TRUE,FALSE
BKR,Baker Hughes Co,reports,Energy,Oil & Gas Equipment & Services,Houston, Texas,7/7/2017,1701605,2017,d5f668a3-682f-474a-84e2-d340593dd94c,us_equity,NYSE,Baker Hughes Company,active,TRUE,TRUE,TRUE,TRUE,TRUE
COG,Cabot Oil & Gas,reports,Energy,Oil & Gas Exploration & Production,Houston, Texas,6/23/2008,858470,1989,94cd9972-28f5-4445-ab72-e326662b0b9d,us_equity,NYSE,Cabot Oil & Gas Corp.,active,TRUE,TRUE,TRUE,TRUE,TRUE
CNP,CenterPoint Energy,reports,Utilities,Multi-Utilities,Houston, Texas,7/31/1985,1130310,1882,0666dd39-e7df-4e09-90e6-bd1a2b42a3c1,us_equity,NYSE,"CenterPoint Energy, Inc.",active,TRUE,TRUE,TRUE,TRUE,TRUE
COP,ConocoPhillips,reports,Energy,Oil & Gas Exploration & Production,Houston, Texas,3/4/1957,1163165,2002,705363ac-b8c6-4d0e-9c9b-a343f3103de6,us_equity,NYSE,ConocoPhillips,active,TRUE,TRUE,TRUE,TRUE,TRUE
CCI,Crown Castle,reports,Real Estate,Specialized REITs,Houston, Texas,3/14/2012,1051470,1994,dd72d233-d85d-499d-9dc4-4b407bcdb734,us_equity,NYSE,Crown Castle Intl. Corp.,active,TRUE,TRUE,TRUE,TRUE,TRUE
EOG,EOG Resources,reports,Energy,Oil & Gas Exploration & Production,Houston, Texas,11/2/2000,821189,1999,c997b367-2a67-472c-910f-d0324c599cea,us_equity,NYSE,"EOG Resources, Inc.",active,TRUE,TRUE,TRUE,TRUE,TRUE
HAL,Halliburton Co.,reports,Energy,Oil & Gas Equipment & Services,Houston, Texas,3/4/1957,45012,1919,14a06c29-cc38-444d-ab21-90198dc0fa18,us_equity,NYSE,Halliburton Company,active,TRUE,TRUE,TRUE,TRUE,TRUE
HPE,Hewlett Packard Enterprise,reports,Information Technology,"Technology Hardware, Storage & Peripherals",Houston, Texas,11/2/2015,1645590,2015,03a4498a-78b3-4043-8dcb-2c3cf4dc352e,us_equity,NYSE,Hewlett Packard Enterprise Company,active,TRUE,TRUE,TRUE,TRUE,TRUE
KMI,Kinder Morgan,reports,Energy,Oil & Gas Storage & Transportation,Houston, Texas,5/25/2012,1506307,1997,e47acf22-5340-477a-a3ac-020b1ed34d12,us_equity,NYSE,"Kinder Morgan, Inc.",active,TRUE,TRUE,TRUE,TRUE,TRUE
MRO,Marathon Oil Corp.,reports,Energy,Oil & Gas Exploration & Production,Houston, Texas,5/1/1991,101778,1887,cf29c5fe-b808-4e87-be3b-6a10d1f67778,us_equity,NYSE,Marathon Oil Corporation,active,TRUE,TRUE,TRUE,TRUE,TRUE
NOV,NOV Inc.,reports,Energy,Oil & Gas Equipment & Services,Houston, Texas,3/14/2005,1021860,1841,42bb557d-cb3b-4279-951e-610937fe1a98,us_equity,NYSE,NOV Inc.,active,TRUE,TRUE,TRUE,TRUE,FALSE
OXY,Occidental Petroleum,reports,Energy,Oil & Gas Exploration & Production,Houston, Texas,12/31/1982,797468,1920,11833dec-6549-48bf-ae48-17a25c3a9788,us_equity,NYSE,Occidental Petroleum Corporation,active,TRUE,TRUE,TRUE,TRUE,TRUE
PSX,Phillips 66,reports,Energy,Oil & Gas Refining & Marketing,Houston, Texas,5/1/2012,1534701,2012 (1917),7655b60d-17f3-4c09-88ec-88feb585487a,us_equity,NYSE,PHILLIPS 66,active,TRUE,TRUE,TRUE,TRUE,TRUE
PWR,Quanta Services Inc.,reports,Industrials,Construction & Engineering,Houston, Texas,7/1/2009,1050915,1997,922c81b2-d99a-4a7f-bf54-6ebd6f8305bd,us_equity,NYSE,"Quanta Services, Inc.",active,TRUE,TRUE,TRUE,TRUE,TRUE
SYY,Sysco Corp.,reports,Consumer Staples,Food Distributors,Houston, Texas,12/31/1986,96021,1969,090b7913-4370-43eb-a42c-9af8400bc09d,us_equity,NYSE,Sysco Corporation,active,TRUE,TRUE,TRUE,TRUE,TRUE
WM,Waste Management Inc.,reports,Industrials,Environmental & Facilities Services,Houston, Texas,,823768,1968,15110ac1-3d55-4832-bb54-f59ed4abeed1,us_equity,NYSE,"Waste Management, Inc.",active,TRUE,TRUE,TRUE,TRUE,TRUE
UDR,"UDR, Inc.",reports,Real Estate,Residential REITs,Highlands Ranch, Colorado,3/7/2016,74208,1972,1ddc7d72-9114-4d94-a1ea-ee530c12b163,us_equity,NYSE,"UDR, Inc.",active,TRUE,TRUE,TRUE,TRUE,TRUE
HSY,The Hershey Company,reports,Consumer Staples,Packaged Foods & Meats,Hershey, Pennsylvania,3/4/1957,47111,1894,d8b2fc19-67b0-4dc4-b84e-648aeced6b96,us_equity,NYSE,The Hershey Company,active,TRUE,TRUE,TRUE,TRUE,TRUE
BIO,Bio-Rad Laboratories,reports,Health Care,Life Sciences Tools & Services,Hercules, California,6/22/2020,12208,1952,caf7642c-fc69-429f-9476-02a36e8ac8b0,us_equity,NYSE,"Bio-Rad Laboratories, Inc.Class A",active,TRUE,TRUE,TRUE,TRUE,TRUE
ES,Eversource Energy,reports,Utilities,Multi-Utilities,Hartford, Connecticut,,72741,1966,136a3d7c-55a4-44c6-83d7-100ceab822f4,us_equity,NYSE,Eversource Energy,active,TRUE,TRUE,TRUE,TRUE,TRUE
