symbol,Security,SEC filings,GICS Sector,GICS Sub-Industry,Headquarters Location,State,Date first added,CIK,Founded,id,class,exchange,name,status,tradable,marginable,shortable,easy_to_borrow,fractionable
HIG,Hartford Financial Svc.Gp.,reports,Financials,Property & Casualty Insurance,Hartford, Connecticut,3/4/1957,874766,1810,896c7f7e-0f23-490a-a7db-d68a269642bb,us_equity,NYSE,"The Hartford Financial Services Group, Inc.",active,TRUE,TRUE,TRUE,TRUE,TRUE
MA,Mastercard Inc.,reports,Information Technology,Data Processing & Outsourced Services,Harrison, New York,7/18/2008,1141391,1966,2140998d-7f62-46f2-a9b2-e44350bd4807,us_equity,NYSE,Mastercard Incorporated,active,TRUE,TRUE,TRUE,TRUE,TRUE
RE,Everest Re Group Ltd.,reports,Financials,Reinsurance,Hamilton, Bermuda,6/19/2017,1095073,1973,0501755f-b8e9-4846-97ff-abbb8c8e67fe,us_equity,NYSE,"Everest Re Group, Ltd.",active,TRUE,TRUE,TRUE,TRUE,TRUE
LIN,Linde plc,reports,Materials,Industrial Gases,Guildford," Surrey, United Kingdom",7/1/1992,1707925,1879,b06e3c34-c4a4-4d44-a376-a4baae5974ac,us_equity,NYSE,Linde plc Ordinary Share,active,TRUE,TRUE,TRUE,TRUE,TRUE
WRB,W. R. Berkley Corporation,reports,Financials,Property & Casualty Insurance,Greenwich, Connecticut,12/5/2019,11544,1967,a64399d5-f09d-469d-8cdc-291ef91235f7,us_equity,NYSE,W.R. Berkley Corporation,active,TRUE,TRUE,TRUE,TRUE,TRUE
QRVO,Qorvo,reports,Information Technology,Semiconductors,Greensboro, North Carolina,6/11/2015,1604778,2015,92ea9433-cf8d-432f-b04b-79cc81a905e6,us_equity,NASDAQ,"Qorvo, Inc. Common Stock",active,TRUE,TRUE,TRUE,TRUE,TRUE
DG,Dollar General,reports,Consumer Discretionary,General Merchandise Stores,Goodlettsville, Tennessee,12/3/2012,29534,1939,2edb3ef9-b5d8-4667-be8f-334884498ac9,us_equity,NYSE,Dollar General Corp.,active,TRUE,TRUE,TRUE,TRUE,TRUE
GIS,General Mills,reports,Consumer Staples,Packaged Foods & Meats,Golden Valley, Minnesota,3/31/1969,40704,1856,e2fe0a11-d58e-4b4e-a847-e560fee24a94,us_equity,NYSE,"General Mills, Inc.",active,TRUE,TRUE,TRUE,TRUE,TRUE
ITW,Illinois Tool Works,reports,Industrials,Industrial Machinery,Glenview, Illinois,2/28/1986,49826,1912,399a368e-f430-4a40-bd27-a046ea7bc0d9,us_equity,NYSE,Illinois Tool Works Inc.,active,TRUE,TRUE,TRUE,TRUE,TRUE
AVY,Avery Dennison Corp,reports,Materials,Paper Packaging,Glendale, California,12/31/1987,8818,1990,d45b711e-b63e-4e33-baef-65c63b8c8185,us_equity,NYSE,Avery Dennison Corp.,active,TRUE,TRUE,TRUE,TRUE,TRUE
PSA,Public Storage,reports,Real Estate,Specialized REITs,Glendale, California,8/19/2005,1393311,1972,5df9640c-c98a-4bd8-b5c5-2f2afc8a8a26,us_equity,NYSE,Public Storage,active,TRUE,TRUE,TRUE,TRUE,TRUE
ENPH,Enphase Energy,reports,Information Technology,Electronic Components,Fremont, California,1/7/2021,1463101,2006,b49cfcfc-b0f7-4bf0-aff8-a33ffe6f0073,us_equity,NASDAQ,"Enphase Energy, Inc. Common Stock",active,TRUE,TRUE,TRUE,TRUE,TRUE
LRCX,Lam Research,reports,Information Technology,Semiconductor Equipment,Fremont, California,6/29/2012,707549,1980,4708c2d8-f738-4137-b3b8-c58c7559c053,us_equity,NASDAQ,Lam Research Corporation Common Stock,active,TRUE,TRUE,TRUE,TRUE,TRUE
BDX,Becton Dickinson,reports,Health Care,Health Care Equipment,Franklin Lakes, New Jersey,9/30/1972,10795,1897,419e89a6-efe2-4773-ba4f-1bf5dca33cb2,us_equity,NYSE,"Becton, Dickinson and Co.",active,TRUE,TRUE,TRUE,TRUE,TRUE
TJX,TJX Companies Inc.,reports,Consumer Discretionary,Apparel Retail,Framingham, Massachusetts,9/30/1985,109198,1987,1168e42c-a598-4ed9-8371-2033a0f6af54,us_equity,NYSE,"TJX Companies, Inc. (The)",active,TRUE,TRUE,TRUE,TRUE,TRUE
GILD,Gilead Sciences,reports,Health Care,Biotechnology,Foster City, California,7/1/2004,882095,1987,aa222c8c-5f60-4b88-bc73-7aaadf424628,us_equity,NASDAQ,"Gilead Sciences, Inc. Common Stock",active,TRUE,TRUE,TRUE,TRUE,TRUE
AAL,American Airlines Group,reports,Industrials,Airlines,Fort Worth, Texas,3/23/2015,6201,1934,41b54729-8470-4593-be38-b3a681871f81,us_equity,NASDAQ,American Airlines Group Inc. Common Stock,active,TRUE,TRUE,TRUE,TRUE,TRUE
CTXS,Citrix Systems,reports,Information Technology,Application Software,Fort Lauderdale, Florida,12/1/1999,877890,1989,d0f61253-760a-454a-a70f-ddf326e9ee61,us_equity,NASDAQ,"Citrix Systems, Inc. Common Stock",active,TRUE,TRUE,TRUE,TRUE,TRUE
MPC,Marathon Petroleum,reports,Energy,Oil & Gas Refining & Marketing,Findlay, Ohio,7/1/2011,1510295,2009 (1887),639306f2-59d8-46e0-95e7-0fe917d34f13,us_equity,NYSE,MARATHON PETROLEUM CORPORATION,active,TRUE,TRUE,TRUE,TRUE,TRUE
EMR,Emerson Electric Company,reports,Industrials,Electrical Components & Equipment,Ferguson, Missouri,3/31/1965,32604,1890,812453a9-6ec4-4edb-a1d6-7f08a987ba23,us_equity,NYSE,Emerson Electric Co.,active,TRUE,TRUE,TRUE,TRUE,TRUE
WY,Weyerhaeuser,reports,Real Estate,Specialized REITs,Federal Way, Washington,,106535,1900,4c3e17f6-0d5a-44ec-b05f-c0f7b973d7db,us_equity,NYSE,Weyerhaeuser Company,active,TRUE,TRUE,TRUE,TRUE,TRUE
OTIS,Otis Worldwide,reports,Industrials,Industrial Machinery,Farmington, Connecticut,4/3/2020,1781335,2020 (1853),0af9c045-b1d4-4f26-9847-cf5c6f5984af,us_equity,NYSE,Otis Worldwide Corporation,active,TRUE,TRUE,TRUE,TRUE,TRUE
GD,General Dynamics,reports,Industrials,Aerospace & Defense,Falls Church, Virginia,3/4/1957,40533,1899,2430989b-3b12-4bff-9927-870040f8122a,us_equity,NYSE,General Dynamics Corporation,active,TRUE,TRUE,TRUE,TRUE,TRUE
CINF,Cincinnati Financial,reports,Financials,Property & Casualty Insurance,Fairfield, Ohio,12/18/1997,20286,1950,636ebb91-c67d-4ba7-87f6-526aa99c8446,us_equity,NASDAQ,Cincinnati Financial Corporation Common Stock,active,TRUE,TRUE,TRUE,TRUE,TRUE
WST,West Pharmaceutical Services,reports,Health Care,Health Care Supplies,Exton, Pennsylvania,5/22/2020,105770,1923,b20d6720-9f3a-4999-b04b-2df846ebd64a,us_equity,NYSE,"West Pharmaceutical Services, Inc.",active,TRUE,TRUE,TRUE,TRUE,TRUE
CHD,Church & Dwight,reports,Consumer Staples,Household Products,Ewing, New Jersey,12/29/2015,313927,1847,9f96290f-07c9-4238-8763-105b17a49f59,us_equity,NYSE,"Church & Dwight Co., Inc.",active,TRUE,TRUE,TRUE,TRUE,TRUE
FTV,Fortive Corp,reports,Industrials,Industrial Machinery,Everett, Washington,7/1/2016,1659166,2016,9bf5e7eb-549e-4d18-9a9e-21cc126cdde1,us_equity,NYSE,Fortive Corporation,active,TRUE,TRUE,TRUE,TRUE,TRUE
WU,Western Union Co,reports,Information Technology,Data Processing & Outsourced Services,Englewood, Colorado,9/29/2006,1365135,1851,0e0c0862-4cca-4f81-b954-12b51e86090b,us_equity,NYSE,The Western Union Company,active,TRUE,TRUE,TRUE,TRUE,TRUE
NXPI,NXP Semiconductors,reports,Information Technology,Semiconductors,Eindhoven, Netherlands,3/22/2021,1413447,1953,840703bb-88cd-4cac-9acd-91eba330dc8a,us_equity,NASDAQ,NXP Semiconductors N.V. Common Stock,active,TRUE,TRUE,TRUE,TRUE,TRUE
CHRW,C. H. Robinson Worldwide,reports,Industrials,Air Freight & Logistics,Eden Prairie, Minnesota,3/2/2007,1043277,1905,bdb9e72b-fe14-42fa-a784-aa451745bf12,us_equity,NASDAQ,"C.H. Robinson Worldwide, Inc. Common Stock",active,TRUE,TRUE,TRUE,TRUE,TRUE
LW,Lamb Weston Holdings Inc,reports,Consumer Staples,Packaged Foods & Meats,Eagle, Idaho,12/3/2018,1679273,2016 (1950),4a26c57e-00aa-46b5-8b42-a8f9a8abeb90,us_equity,NYSE,"Lamb Weston Holdings, Inc.",active,TRUE,TRUE,TRUE,TRUE,TRUE
IQV,IQVIA Holdings Inc.,reports,Health Care,Life Sciences Tools & Services,Durham, North Carolina,8/29/2017,1478242,1982,b8a3bd96-7724-467b-b044-92a6f6d84fce,us_equity,NYSE,IQVIA Holdings Inc.,active,TRUE,TRUE,TRUE,TRUE,TRUE
VRSN,Verisign Inc.,reports,Information Technology,Internet Services & Infrastructure,Dulles, Virginia,2/1/2006,1014473,1995,bf0fbed9-3c4a-4235-8ab0-05f880d93115,us_equity,NASDAQ,"VeriSign, Inc. Common Stock",active,TRUE,TRUE,TRUE,TRUE,TRUE
CAH,Cardinal Health Inc.,reports,Health Care,Health Care Distributors,Dublin, Ohio,5/27/1997,721371,1971,3c1286a9-21d1-45cf-b569-502c86ff121d,us_equity,NYSE,"Cardinal Health, Inc.",active,TRUE,TRUE,TRUE,TRUE,TRUE
ACN,Accenture,reports,Information Technology,IT Consulting & Other Services,Dublin, Ireland,7/6/2011,1467373,1989,6eace613-5882-4eca-8635-d1c41ee9e260,us_equity,NYSE,Accenture PLC,active,TRUE,TRUE,TRUE,TRUE,TRUE
ALLE,Allegion,reports,Industrials,Building Products,Dublin, Ireland,12/2/2013,1579241,1908,2f630203-b16e-463e-95a9-9f2a585138c4,us_equity,NYSE,Allegion Public Limited Company,active,TRUE,TRUE,TRUE,TRUE,TRUE
APTV,Aptiv PLC,reports,Consumer Discretionary,Auto Parts & Equipment,Dublin, Ireland,12/24/2012,1521332,1994,66c2dc19-a4a9-460d-9a4f-f9ba05873ca0,us_equity,NYSE,Aptiv PLC,active,TRUE,TRUE,TRUE,TRUE,TRUE
ETN,Eaton Corporation,reports,Industrials,Electrical Components & Equipment,Dublin, Ireland,,1551182,1911,d4806319-2c9c-48d6-bda3-aedb0178e83b,us_equity,NYSE,"Eaton Corporation, plc Ordinary Shares",active,TRUE,TRUE,TRUE,TRUE,TRUE
MDT,Medtronic plc,reports,Health Care,Health Care Equipment,Dublin, Ireland,10/31/1986,1613103,1949,1fc2849e-26d5-4f49-add6-2f913ded54c9,us_equity,NYSE,Medtronic plc,active,TRUE,TRUE,TRUE,TRUE,TRUE
PRGO,Perrigo,reports,Health Care,Pharmaceuticals,Dublin, Ireland,12/19/2011,1585364,2013 (1887),838e28ad-faa5-4e1a-82fd-cf1af221acb6,us_equity,NYSE,PERRIGO COMPANY PLC,active,TRUE,TRUE,TRUE,TRUE,TRUE
STX,Seagate Technology,reports,Information Technology,"Technology Hardware, Storage & Peripherals",Dublin, Ireland,7/2/2012,1137789,1979,7cf24743-64d1-44cc-99d9-3f08470ad235,us_equity,NASDAQ,Seagate Technology PLC Ordinary Shares (Ireland),active,TRUE,TRUE,TRUE,TRUE,TRUE
STE,Steris,reports,Health Care,Health Care Equipment,Dublin, Ireland,12/23/2019,1757898,1985,0a0f4996-3d85-43da-8305-4d208a75d7b4,us_equity,NYSE,STERIS plc,active,TRUE,TRUE,TRUE,TRUE,TRUE
TT,Trane Technologies plc,reports,Industrials,Building Products,Dublin, Ireland,11/17/2010,1466258,1871,7744341f-5918-44c9-bc50-6a6fc423c9ff,us_equity,NYSE,Trane Technologies plc,active,TRUE,TRUE,TRUE,TRUE,TRUE
ROST,Ross Stores,reports,Consumer Discretionary,Apparel Retail,Dublin, California,12/21/2009,745732,1982,adcce409-1666-4ceb-89fa-ecbb458c18ea,us_equity,NASDAQ,"Ross Stores, Inc. Common Stock",active,TRUE,TRUE,TRUE,TRUE,TRUE
DOV,Dover Corporation,reports,Industrials,Industrial Machinery,Downers Grove, Illinois,10/31/1985,29905,1955,3d61eb0a-68d9-4a74-9f71-57551a892a5f,us_equity,NYSE,Dover Corporation,active,TRUE,TRUE,TRUE,TRUE,TRUE
DTE,DTE Energy Co.,reports,Utilities,Multi-Utilities,Detroit, Michigan,3/4/1957,936340,1995,9bace756-e3ad-48de-932e-4690b2960730,us_equity,NYSE,DTE Energy Company,active,TRUE,TRUE,TRUE,TRUE,TRUE
GM,General Motors,reports,Consumer Discretionary,Automobile Manufacturers,Detroit, Michigan,6/6/2013,1467858,1908,de5fc535-1cdd-4a57-92ba-ac58a43aed81,us_equity,NYSE,General Motors Company,active,TRUE,TRUE,TRUE,TRUE,TRUE
PFG,Principal Financial Group,reports,Financials,Life & Health Insurance,Des Moines, Iowa,7/22/2002,1126328,1879,c14764ba-7985-420b-af3b-8d3b7c848f8a,us_equity,NASDAQ,Principal Financial Group Inc Common Stock,active,TRUE,TRUE,TRUE,TRUE,TRUE
DVA,DaVita Inc.,reports,Health Care,Health Care Facilities,Denver, Colorado,7/31/2008,927066,1979,31a9ec05-bf6a-4e77-8fbe-eafe432eab4a,us_equity,NYSE,DaVita Inc.,active,TRUE,TRUE,TRUE,TRUE,TRUE
TAP,Molson Coors Beverage Company,reports,Consumer Staples,Brewers,Denver, Colorado,6/30/1976,24545,"2005 (Molson 1786, Coors 1873)",bf5d1b34-b1df-42e4-8878-db44df226bd3,us_equity,NYSE,Molson Coors Beverage Company Class B,active,TRUE,TRUE,TRUE,TRUE,TRUE
NEM,Newmont Corporation,reports,Materials,Gold,Denver, Colorado,6/30/1969,1164727,1921,96da6121-b5ab-4f8b-bb53-60ae53cb5ed3,us_equity,NYSE,Newmont Corporation,active,TRUE,TRUE,TRUE,TRUE,TRUE
VFC,VF Corporation,reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",Denver, Colorado,6/30/1979,103379,1899,74dc527d-cc0f-4fb5-b672-db5e71197434,us_equity,NYSE,V.F. Corporation,active,TRUE,TRUE,TRUE,TRUE,TRUE
BAX,Baxter International Inc.,reports,Health Care,Health Care Equipment,Deerfield, Illinois,9/30/1972,10456,1931,feee4056-913c-46be-8e7e-71ee600bfe18,us_equity,NYSE,Baxter International Inc.,active,TRUE,TRUE,TRUE,TRUE,TRUE
CAT,Caterpillar Inc.,reports,Industrials,Construction Machinery & Heavy Trucks,Deerfield, Illinois,3/4/1957,18230,1925,e7535ed9-c182-41ef-80f6-ee08f4166b6c,us_equity,NYSE,Caterpillar Inc.,active,TRUE,TRUE,TRUE,TRUE,TRUE
CF,CF Industries Holdings Inc,reports,Materials,Fertilizers & Agricultural Chemicals,Deerfield, Illinois,8/27/2008,1324404,1946,cf8836c1-434e-4ab0-aec3-eff774d90c4e,us_equity,NYSE,"CF Industries Holding, Inc.",active,TRUE,TRUE,TRUE,TRUE,TRUE
FBHS,Fortune Brands Home & Security,reports,Industrials,Building Products,Deerfield, Illinois,6/22/2016,1519751,2011 (1969),0447314a-795c-4638-9d8f-2f6cd9d71452,us_equity,NYSE,"FORTUNE BRANDS HOME & SECURITY, INC.",active,TRUE,TRUE,TRUE,TRUE,TRUE
WBA,Walgreens Boots Alliance,reports,Consumer Staples,Drug Retail,Deerfield, Illinois,12/31/1979,1618921,2014,c5bbc0b0-e2ce-40cd-9974-a4d2ffd201a9,us_equity,NASDAQ,"Walgreens Boots Alliance, Inc. Common Stock",active,TRUE,TRUE,TRUE,TRUE,TRUE
F,Ford Motor Company,reports,Consumer Discretionary,Automobile Manufacturers,Dearborn, Michigan,3/4/1957,37996,1903,1e80b378-a5e3-4727-96bf-9c64fdd4e7e2,us_equity,NYSE,Ford Motor Company,active,TRUE,TRUE,TRUE,TRUE,TRUE
ABMD,Abiomed,reports,Health Care,Health Care Equipment,Danvers, Massachusetts,5/31/2018,815094,1981,085e24fe-fe94-4ea2-b09a-32f80748b952,us_equity,NASDAQ,"ABIOMED, Inc. Common Stock",active,TRUE,TRUE,TRUE,TRUE,TRUE
T,AT&T Inc.,reports,Communication Services,Integrated Telecommunication Services,Dallas, Texas,1983-11-30 (1957-03-04),732717,1983 (1885),2d6ed211-6d9b-46d9-b9d5-d3f8b453fd9a,us_equity,NYSE,AT&T Inc.,active,TRUE,TRUE,TRUE,TRUE,TRUE
ATO,Atmos Energy,reports,Utilities,Gas Utilities,Dallas, Texas,2/15/2019,731802,1906,f521def1-4e5b-4401-b97d-98b17388d151,us_equity,NYSE,Atmos Energy Corporation,active,TRUE,TRUE,TRUE,TRUE,TRUE
CBRE,CBRE Group,reports,Real Estate,Real Estate Services,Dallas, Texas,11/10/2006,1138118,1906,19020a7c-7741-401b-8422-37ad25d044b7,us_equity,NYSE,"CBRE GROUP, INC.",active,TRUE,TRUE,TRUE,TRUE,TRUE
CMA,Comerica Inc.,reports,Financials,Diversified Banks,Dallas, Texas,12/1/1995,28412,1849,c0a31d83-8c24-4408-966c-7710b5cc3de6,us_equity,NYSE,Comerica Incorporated,active,TRUE,TRUE,TRUE,TRUE,TRUE
CPRT,Copart Inc,reports,Industrials,Diversified Support Services,Dallas, Texas,7/2/2018,900075,1982,3302e560-6d33-4ad5-a429-4d573e26962c,us_equity,NASDAQ,"Copart, Inc. (DE) Common Stock",active,TRUE,TRUE,TRUE,TRUE,TRUE
HFC,HollyFrontier Corp,reports,Energy,Oil & Gas Refining & Marketing,Dallas, Texas,6/18/2018,48039,1947,3b917a16-515f-483f-84c5-bae42c7ffbc1,us_equity,NYSE,HOLLYFRONTIER CORP,active,TRUE,TRUE,TRUE,TRUE,FALSE
J,Jacobs Engineering Group,reports,Industrials,Construction & Engineering,Dallas, Texas,10/26/2007,52988,1947,388b3d41-95e2-45b6-84d6-537003ffdf31,us_equity,NYSE,Jacobs Engineering Group,active,TRUE,TRUE,TRUE,TRUE,TRUE
LUV,Southwest Airlines,reports,Industrials,Airlines,Dallas, Texas,7/1/1994,92380,1967,e930cf4f-6b04-4a7e-85e6-ad1b01cd3c17,us_equity,NYSE,Southwest Airlines Co.,active,TRUE,TRUE,TRUE,TRUE,TRUE
TXN,Texas Instruments,reports,Information Technology,Semiconductors,Dallas, Texas,,97476,1930,440efabf-b53c-4d70-b6e5-abb4f53e7104,us_equity,NASDAQ,Texas Instruments Incorporated Common Stock,active,TRUE,TRUE,TRUE,TRUE,TRUE
SLB,Schlumberger Ltd.,reports,Energy,Oil & Gas Equipment & Services,Curaçao, Kingdom of the Netherlands,3/31/1965,87347,1926,799b9c5a-54c1-4241-ba42-0dcba7d161bb,us_equity,NYSE,Schlumberger Limited,active,TRUE,TRUE,TRUE,TRUE,TRUE
AAPL,Apple Inc.,reports,Information Technology,"Technology Hardware, Storage & Peripherals",Cupertino, California,11/30/1982,320193,1977,b0b6dd9d-8b9b-48a9-ba46-b9d54906e415,us_equity,NASDAQ,Apple Inc. Common Stock,active,TRUE,TRUE,TRUE,TRUE,TRUE
POOL,Pool Corporation,reports,Consumer Discretionary,Distributors,Covington, Louisiana,10/7/2020,945841,1993,0bf792f8-1b0c-4f2f-867c-3748d0f8d132,us_equity,NASDAQ,Pool Corporation Common Stock,active,TRUE,TRUE,TRUE,TRUE,TRUE
MNST,Monster Beverage,reports,Consumer Staples,Soft Drinks,Corona, California,6/28/2012,865752,2012 (1935),63595036-ec71-4cd5-9979-4997252d23f6,us_equity,NASDAQ,Monster Beverage Corporation,active,TRUE,TRUE,TRUE,TRUE,TRUE
GLW,Corning Inc.,reports,Information Technology,Electronic Components,Corning, New York,,24741,1851,b3ce91f9-c7b2-4ab2-9a16-57fb17e06294,us_equity,NYSE,Corning Incorporated,active,TRUE,TRUE,TRUE,TRUE,TRUE
JCI,Johnson Controls International,reports,Industrials,Building Products,Cork, Ireland,8/27/2010,833444,1885,aa0bfa06-96bb-4fcc-bc56-0aa8a1c0be47,us_equity,NYSE,Johnson Controls International plc,active,TRUE,TRUE,TRUE,TRUE,TRUE
AEP,American Electric Power,reports,Utilities,Electric Utilities,Columbus, Ohio,3/4/1957,4904,1906,90e9c946-6323-49a4-be69-116f04fec288,us_equity,NASDAQ,"American Electric Power Company, Inc. Common Stock",active,TRUE,TRUE,TRUE,TRUE,TRUE
HBAN,Huntington Bancshares,reports,Financials,Regional Banks,Columbus, Ohio,,49196,1866,c4e4715c-44f9-4e5a-9663-be3b72e767b8,us_equity,NASDAQ,Huntington Bancshares Incorporated Common Stock,active,TRUE,TRUE,TRUE,TRUE,TRUE
LB,L Brands Inc.,reports,Consumer Discretionary,Apparel Retail,Columbus, Ohio,9/30/1983,701985,1963,91b0dd57-163a-4057-968a-3e3a8788d498,us_equity,NYSE,"L Brands, Inc.",active,TRUE,TRUE,TRUE,TRUE,TRUE
MTD,Mettler Toledo,reports,Health Care,Life Sciences Tools & Services,Columbus, Ohio,9/6/2016,1037646,1945,51fa61cb-6769-4e6e-b721-69348ce359f5,us_equity,NYSE,Mettler-Toledo International,active,TRUE,TRUE,TRUE,TRUE,TRUE
CMI,Cummins Inc.,reports,Industrials,Industrial Machinery,Columbus, Indiana,3/31/1965,26172,1919,badebe9a-89a1-4579-9e94-28e11d901b16,us_equity,NYSE,Cummins Inc.,active,TRUE,TRUE,TRUE,TRUE,TRUE
AFL,Aflac,reports,Financials,Life & Health Insurance,Columbus, Georgia,5/28/1999,4977,1955,25335910-dc9d-45fe-bc65-dc6b0ff5e2f4,us_equity,NYSE,Aflac Inc.,active,TRUE,TRUE,TRUE,TRUE,TRUE
KEY,KeyCorp,reports,Financials,Regional Banks,Cleveland, Ohio,3/1/1994,91576,1825,f7623733-d5b7-4d6b-b04a-fedeed0f2e64,us_equity,NYSE,KeyCorp,active,TRUE,TRUE,TRUE,TRUE,TRUE
PH,Parker-Hannifin,reports,Industrials,Industrial Machinery,Cleveland, Ohio,11/30/1985,76334,1917,44de3ac7-fd5e-4c49-99ae-561246d323f5,us_equity,NYSE,Parker-Hannifin Corporation,active,TRUE,TRUE,TRUE,TRUE,TRUE
SHW,Sherwin-Williams,reports,Materials,Specialty Chemicals,Cleveland, Ohio,6/30/1964,89800,1866,d2cb3472-a97f-4434-9736-c4ca7f82a67f,us_equity,NYSE,The Sherwin-Williams Company,active,TRUE,TRUE,TRUE,TRUE,TRUE
TDG,TransDigm Group,reports,Industrials,Aerospace & Defense,Cleveland, Ohio,6/3/2016,1260221,1993,2e65dd16-9fd7-42c7-aa0f-bd7950f028be,us_equity,NYSE,TransDigm Group Incorporated,active,TRUE,TRUE,TRUE,TRUE,TRUE
FITB,Fifth Third Bancorp,reports,Financials,Regional Banks,Cincinnati, Ohio,,35527,1858,94f6f5c6-861b-47fc-b208-1e7765e4a68f,us_equity,NASDAQ,Fifth Third Bancorp Common Stock,active,TRUE,TRUE,TRUE,TRUE,TRUE
KR,Kroger Co.,reports,Consumer Staples,Food Retail,Cincinnati, Ohio,3/4/1957,56873,1883,e54335e7-7483-46e5-8410-2dfff00e98bb,us_equity,NYSE,The Kroger Co.,active,TRUE,TRUE,TRUE,TRUE,TRUE
PG,Procter & Gamble,reports,Consumer Staples,Personal Products,Cincinnati, Ohio,3/4/1957,80424,1837,f81a406b-a53c-4ea5-ab05-6fb92bfc6bd7,us_equity,NYSE,Procter & Gamble Company,active,TRUE,TRUE,TRUE,TRUE,TRUE
KHC,Kraft Heinz Co,reports,Consumer Staples,Packaged Foods & Meats,Chicago, Illinois; Pittsburgh,7/6/2015,1637459,2015 (1869),df014db2-72a2-4686-be56-e3cdc15efb71,us_equity,NASDAQ,The Kraft Heinz Company Common Stock,active,TRUE,TRUE,TRUE,TRUE,TRUE
ADM,Archer-Daniels-Midland Co,reports,Consumer Staples,Agricultural Products,Chicago, Illinois,7/29/1981,7084,1902,41e7c72d-bf5f-4ff9-9813-387ef5038cf3,us_equity,NYSE,Archer Daniels Midland Company,active,TRUE,TRUE,TRUE,TRUE,TRUE
BA,Boeing Company,reports,Industrials,Aerospace & Defense,Chicago, Illinois,3/4/1957,12927,1916,3bed4fb2-4093-4433-b887-770ae3defd3a,us_equity,NYSE,Boeing Company,active,TRUE,TRUE,TRUE,TRUE,TRUE
CBOE,Cboe Global Markets,reports,Financials,Financial Exchanges & Data,Chicago, Illinois,3/1/2017,1374310,1973,b82b16ae-90ca-400b-b053-db67a515e711,us_equity,BATS,"Cboe Global Markets, Inc.",active,TRUE,TRUE,TRUE,TRUE,TRUE
CME,CME Group Inc.,reports,Financials,Financial Exchanges & Data,Chicago, Illinois,8/11/2006,1156375,1848,bc05b0d9-3b5d-4530-b500-3af2accbd71e,us_equity,NASDAQ,CME Group Inc. Class A Common Stock,active,TRUE,TRUE,TRUE,TRUE,TRUE
CAG,Conagra Brands,reports,Consumer Staples,Packaged Foods & Meats,Chicago, Illinois,8/31/1983,23217,1919,eac9a256-6d4b-4b77-921c-80e2735f0963,us_equity,NYSE,"Conagra Brands, Inc.",active,TRUE,TRUE,TRUE,TRUE,TRUE
EQR,Equity Residential,reports,Real Estate,Residential REITs,Chicago, Illinois,12/3/2001,906107,1969,0c8a4de1-d60c-48e5-836d-8b189a005f16,us_equity,NYSE,Equity Residential,active,TRUE,TRUE,TRUE,TRUE,TRUE
EXC,Exelon Corp.,reports,Utilities,Multi-Utilities,Chicago, Illinois,3/4/1957,1109357,2000,21a5e17d-c566-4f1b-8c25-0a505ba37478,us_equity,NASDAQ,Exelon Corporation Common Stock,active,TRUE,TRUE,TRUE,TRUE,TRUE
LKQ,LKQ Corporation,reports,Consumer Discretionary,Distributors,Chicago, Illinois,5/23/2016,1065696,1998,e88363a4-d92a-42a2-bc42-eb7ecce50374,us_equity,NASDAQ,LKQ Corporation Common Stock,active,TRUE,TRUE,TRUE,TRUE,TRUE
MCD,McDonald's Corp.,reports,Consumer Discretionary,Restaurants,Chicago, Illinois,6/30/1970,63908,1940,e077638f-a5c9-47e4-a7ce-2bfabf5ff698,us_equity,NYSE,McDonald's Corporation,active,TRUE,TRUE,TRUE,TRUE,TRUE
MDLZ,Mondelez International,reports,Consumer Staples,Packaged Foods & Meats,Chicago, Illinois,10/2/2012,1103982,2012,705ec4dc-73b9-42fc-8b17-d4e13c31cfae,us_equity,NASDAQ,"Mondelez International, Inc. Class A Common Stock",active,TRUE,TRUE,TRUE,TRUE,TRUE
MSI,Motorola Solutions Inc.,reports,Information Technology,Communications Equipment,Chicago, Illinois,,68505,1928 (2011),dc8a1979-4f40-4e60-bc92-686687c28c43,us_equity,NYSE,"Motorola Solutions, Inc. New",active,TRUE,TRUE,TRUE,TRUE,TRUE
NTRS,Northern Trust Corp.,reports,Financials,Asset Management & Custody Banks,Chicago, Illinois,,73124,1889,d796f63d-e6e4-4d9a-a81f-6efe59152bfe,us_equity,NASDAQ,Northern Trust Corporation Common Stock,active,TRUE,TRUE,TRUE,TRUE,TRUE
UAL,United Airlines Holdings,reports,Industrials,Airlines,Chicago, Illinois,9/3/2015,100517,1967,98dbc012-8ca2-4e68-b2f7-464fdc9bbf3c,us_equity,NASDAQ,"United Airlines Holdings, Inc. Common Stock",active,TRUE,TRUE,TRUE,TRUE,TRUE
VTR,Ventas Inc,reports,Real Estate,Health Care REITs,Chicago, Illinois,3/4/2009,740260,1998,a760766c-8c49-4886-85af-990e47f9d78a,us_equity,NYSE,"Ventas, Inc.",active,TRUE,TRUE,TRUE,TRUE,TRUE
ABC,AmerisourceBergen,reports,Health Care,Health Care Distributors,Chesterbrook, Pennsylvania,8/30/2001,1140859,1985,ca56f277-6345-49e3-889a-6a748a4f1c79,us_equity,NYSE,AmerisourceBergen Corp.,active,TRUE,TRUE,TRUE,TRUE,TRUE
